source,asset,ip_address,fqdn,asset_type,cloud_provider,region,project_id,subnet,kev_count,max_cvss,severities,earliest_kev_due,ownership_gap
"Wiz","win2019-vda","","","VIRTUAL_MACHINE","GCP","europe-west2","013dd047-87d2-54a1-ba6b-30e0979c3540","","92","10.0","CRITICAL|HIGH|MEDIUM","2021-11-17T08:00:00.000Z","No owner tags in Wiz"
"Wiz","cva-build2021","","","VIRTUAL_MACHINE","GCP","us-central1","027d5d35-9f0f-51af-92f6-5c0e1b8ed4a4","","90","8.8","CRITICAL|HIGH|MEDIUM","2021-11-17T08:00:00.000Z","No owner tags in Wiz"
"Wiz","Windows_ADS_2","","","VIRTUAL_MACHINE","AWS","ap-southeast-1","0eed8d3e-1b4d-5a6c-b5f0-a1c5518f94e4","","86","10.0","CRITICAL|HIGH|MEDIUM","2022-04-15T07:00:00.000Z","No owner tags in Wiz"
"Wiz","Windows_ADS_1","","","VIRTUAL_MACHINE","AWS","ap-southeast-1","0eed8d3e-1b4d-5a6c-b5f0-a1c5518f94e4","","86","10.0","CRITICAL|HIGH|MEDIUM","2022-04-15T07:00:00.000Z","No owner tags in Wiz"
"Wiz","xl-ws2022-t2d-img","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","81","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gcp-bastion01","","","VIRTUAL_MACHINE","GCP","us-central1","027d5d35-9f0f-51af-92f6-5c0e1b8ed4a4","","81","8.8","CRITICAL|HIGH|MEDIUM","2021-11-17T08:00:00.000Z","No owner tags in Wiz"
"Wiz","gcp-cc02","","","VIRTUAL_MACHINE","GCP","us-central1","027d5d35-9f0f-51af-92f6-5c0e1b8ed4a4","","80","8.8","CRITICAL|HIGH|MEDIUM","2021-11-17T08:00:00.000Z","No owner tags in Wiz"
"Wiz","rdsbase1","","","VIRTUAL_MACHINE","GCP","europe-west1","013dd047-87d2-54a1-ba6b-30e0979c3540","","75","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","daas-sf","","","VIRTUAL_MACHINE","GCP","us-central1","013dd047-87d2-54a1-ba6b-30e0979c3540","","75","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","cc1","","","VIRTUAL_MACHINE","GCP","europe-west1","013dd047-87d2-54a1-ba6b-30e0979c3540","","74","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","dc1","","","VIRTUAL_MACHINE","GCP","europe-west1","013dd047-87d2-54a1-ba6b-30e0979c3540","","73","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocach02","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","73","10.0","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","domaincontroller","","","VIRTUAL_MACHINE","GCP","us-central1","027d5d35-9f0f-51af-92f6-5c0e1b8ed4a4","","72","8.8","CRITICAL|HIGH|MEDIUM","2022-04-15T07:00:00.000Z","No owner tags in Wiz"
"Wiz","managed-test-dns","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","72","8.8","CRITICAL|HIGH|MEDIUM","2022-04-15T07:00:00.000Z","No owner tags in Wiz"
"Wiz","windows-server-2022-1","","","VIRTUAL_MACHINE","GCP","europe-west2","013dd047-87d2-54a1-ba6b-30e0979c3540","","71","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocw19","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","71","10.0","CRITICAL|HIGH|MEDIUM","2021-12-24T08:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocach01","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","71","9.8","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedosptst0101","","","VIRTUAL_MACHINE","GCP","us-east4","2609141b-842e-5311-bdb2-afc5b83406b4","","70","10.0","CRITICAL|HIGH|MEDIUM","2021-11-17T08:00:00.000Z","No owner tags in Wiz"
"Wiz","kevme-cc-1","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","69","8.8","CRITICAL|HIGH|MEDIUM","2022-05-04T07:00:00.000Z","No owner tags in Wiz"
"Wiz","mp-vm2-win","","","VIRTUAL_MACHINE","GCP","europe-west2","556e699c-3aaa-572e-a3bb-18aefee89390","","68","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","mp-vm1-win","","","VIRTUAL_MACHINE","GCP","europe-west2","556e699c-3aaa-572e-a3bb-18aefee89390","","68","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocwqa88","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","67","9.8","CRITICAL|HIGH|MEDIUM","2021-11-17T08:00:00.000Z","No owner tags in Wiz"
"Wiz","kevme-pvssrv-3","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","63","8.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","yash-connector1","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","60","8.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","qcs-gcp-bvt-dc-1","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","60","8.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","yash-dc-1","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","60","8.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocanoop01","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","58","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusfat01","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","57","10.0","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","FRVDA2603New","","","VIRTUAL_MACHINE","Azure","centralindia","2063015e-7c19-5d99-a338-323ab68b073c","","57","8.8","HIGH|MEDIUM","2023-12-05T08:00:00.000Z","No owner tags in Wiz"
"Wiz","qcs-gcp-bvt-conn-1","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","57","8.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","souravs-conn-1","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","57","8.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","windows-server-2016-1","","","VIRTUAL_MACHINE","GCP","europe-west2","013dd047-87d2-54a1-ba6b-30e0979c3540","","57","8.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdspwpavan01","","","VIRTUAL_MACHINE","GCP","us-west1","1ea7a000-9d00-5c58-9c3f-a31183278b68","","55","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocpgmjah01","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","53","10.0","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdebxbld01","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","53","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdbpmcfb01","","","VIRTUAL_MACHINE","GCP","europe-west4","4ff6dfc0-1be9-5b8d-b1f0-b73200ce3c73","","52","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdfocchoco01","","","VIRTUAL_MACHINE","GCP","us-west1","47b45993-4068-50bd-9e74-a876aaf4bcf5","","52","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdasgpwf01","","","VIRTUAL_MACHINE","GCP","us-west1","4ff6dfc0-1be9-5b8d-b1f0-b73200ce3c73","","51","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","hai-cc","","","VIRTUAL_MACHINE","GCP","us-central1","013dd047-87d2-54a1-ba6b-30e0979c3540","","51","8.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","cac01cavdc_as","","","VIRTUAL_MACHINE","Azure","canadacentral","083dfde4-70f5-579f-84dd-e76fe8882830","","50","8.8","HIGH|MEDIUM","2024-03-05T08:00:00.000Z","No owner tags in Wiz"
"Wiz","guwddmztainwi01","","","VIRTUAL_MACHINE","GCP","us-west1","027d5d35-9f0f-51af-92f6-5c0e1b8ed4a4","","49","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspigu91x01","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","49","10.0","CRITICAL|HIGH|MEDIUM","2022-04-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","josuem-cc01","","","VIRTUAL_MACHINE","GCP","us-west1","013dd047-87d2-54a1-ba6b-30e0979c3540","","49","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","ctxgcplab-cc","","","VIRTUAL_MACHINE","GCP","us-central1","013dd047-87d2-54a1-ba6b-30e0979c3540","","49","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspiwxzidi01","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","49","9.8","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwddmztainwi02","","","VIRTUAL_MACHINE","GCP","us-west1","027d5d35-9f0f-51af-92f6-5c0e1b8ed4a4","","48","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwptacindmzewixx","","","VIRTUAL_MACHINE","GCP","us-west1","027d5d35-9f0f-51af-92f6-5c0e1b8ed4a4","","48","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdseutnm01","","","VIRTUAL_MACHINE","GCP","europe-west4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","47","10.0","CRITICAL|HIGH|MEDIUM","2021-12-24T08:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusfat02","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","46","10.0","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","w2019-master","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","46","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","mikegcp-conn-1","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","46","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","mcs-w2019-master-image-20240312-180330","","","VIRTUAL_MACHINE","GCP","us-west1","013dd047-87d2-54a1-ba6b-30e0979c3540","","46","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspigu92x01","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","45","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusfat05","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","45","10.0","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","ak710wineng","","","VIRTUAL_MACHINE","GCP","us-central1","010f522c-1302-58f6-8ef5-d493e4e96691","","44","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","p1-bastion","","","VIRTUAL_MACHINE","GCP","us-central1","013dd047-87d2-54a1-ba6b-30e0979c3540","","44","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusapi01","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","44","10.0","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusfat06","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","44","10.0","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocwfvanm01","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","44","9.8","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdsta14001","","","VIRTUAL_MACHINE","GCP","us-west1","323f13a2-93e3-56dc-ba85-b38cdbeb58f6","","44","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusfat03","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","43","10.0","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbld02","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","43","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwptacinpewi03-old","","","VIRTUAL_MACHINE","GCP","us-west1","027d5d35-9f0f-51af-92f6-5c0e1b8ed4a4","","43","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gcpvwadcla102","","","VIRTUAL_MACHINE","GCP","us-east4","2063015e-7c19-5d99-a338-323ab68b073c","","43","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusfat04","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","43","10.0","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdspwxia04","","","VIRTUAL_MACHINE","GCP","us-west1","1ea7a000-9d00-5c58-9c3f-a31183278b68","","42","10.0","CRITICAL|HIGH|MEDIUM","2021-11-17T08:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusfat08","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","42","10.0","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusfat07","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","42","10.0","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspepavan01","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","42","9.6","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusqas05","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","41","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspiora2101","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","40","10.0","CRITICAL|HIGH|MEDIUM","2021-12-24T08:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimqajenk01","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","39","9.8","CRITICAL|HIGH|MEDIUM","2022-05-25T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspisqlser01","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","39","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gueddsyresh03","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","39","8.8","HIGH|MEDIUM","2022-06-15T07:00:00.000Z","No owner tags in Wiz"
"Wiz","sourav-zl-conn","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","38","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdspwkk03","","","VIRTUAL_MACHINE","GCP","us-west1","1ea7a000-9d00-5c58-9c3f-a31183278b68","","38","9.8","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspiwfhntb01","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","38","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdspwtest01","","","VIRTUAL_MACHINE","GCP","us-west1","1ea7a000-9d00-5c58-9c3f-a31183278b68","","38","8.8","HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspedorwin01","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","37","10.0","CRITICAL|HIGH|MEDIUM","2021-12-24T08:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimdev01","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","37","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdnimbusqas04","","","VIRTUAL_MACHINE","GCP","europe-west4","556e699c-3aaa-572e-a3bb-18aefee89390","","37","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedspietlman04","","","VIRTUAL_MACHINE","GCP","us-east4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","36","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdfocmahend02","","","VIRTUAL_MACHINE","GCP","us-west1","47b45993-4068-50bd-9e74-a876aaf4bcf5","","36","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdspwmsglu301","","","VIRTUAL_MACHINE","GCP","us-west1","1ea7a000-9d00-5c58-9c3f-a31183278b68","","36","9.6","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gewdseumd01002","","","VIRTUAL_MACHINE","GCP","europe-west4","1ea7a000-9d00-5c58-9c3f-a31183278b68","","35","10.0","CRITICAL|HIGH|MEDIUM","2021-11-17T08:00:00.000Z","No owner tags in Wiz"
"Wiz","mm-gcp-con2-bmf6o2srh4zm","","","VIRTUAL_MACHINE","GCP","us-west1","013dd047-87d2-54a1-ba6b-30e0979c3540","","35","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","mm-gcp-con1-bmf6o2srh4zm","","","VIRTUAL_MACHINE","GCP","us-west1","013dd047-87d2-54a1-ba6b-30e0979c3540","","35","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdspwmsgsup01","","","VIRTUAL_MACHINE","GCP","us-west1","1ea7a000-9d00-5c58-9c3f-a31183278b68","","35","8.8","HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedscrbuild01","","","VIRTUAL_MACHINE","GCP","us-east4","556e699c-3aaa-572e-a3bb-18aefee89390","","34","10.0","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocymg01","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","34","9.8","CRITICAL|HIGH|MEDIUM","2023-09-14T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guwdasgat1w2201","","","VIRTUAL_MACHINE","GCP","us-west1","4ff6dfc0-1be9-5b8d-b1f0-b73200ce3c73","","34","9.8","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","gcpcloud-mgmt","","","VIRTUAL_MACHINE","GCP","us-east1","013dd047-87d2-54a1-ba6b-30e0979c3540","","34","8.8","HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocjar01","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","33","9.8","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
"Wiz","josuem-dc1","","","VIRTUAL_MACHINE","GCP","us-west1","013dd047-87d2-54a1-ba6b-30e0979c3540","","33","9.8","CRITICAL|HIGH|MEDIUM","2022-07-10T07:00:00.000Z","No owner tags in Wiz"
"Wiz","guedfocvn01","","","VIRTUAL_MACHINE","GCP","us-east4","47b45993-4068-50bd-9e74-a876aaf4bcf5","","33","9.8","CRITICAL|HIGH|MEDIUM","2022-03-21T07:00:00.000Z","No owner tags in Wiz"
