source,asset,ip_address,fqdn,asset_type,cloud_provider,region,project_id,subnet,kev_count,max_cvss,severities,earliest_kev_due,ownership_gap
"Tenable","172.16.255.1","172.16.255.1","","","","","","","25","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.0.103","192.168.0.103","","","","","","","17","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.0.104","192.168.0.104","","","","","","","13","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.2.60","10.101.2.60","","","","","","","12","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.4","192.168.1.4","","","","","","","12","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.118.144.136","10.118.144.136","","","","","","","10","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.255.52.60","10.255.52.60","tibco-pf2gsrmg.mshome.net","","","","","","10","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","172.23.96.1","172.23.96.1","tibco-pf2xyxhm.mshome.net","","","","","","9","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.0.181","192.168.0.181","tibco-pc2chajj.telenet.be","","","","","","9","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.4.37","192.168.4.37","","","","","","","9","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.50","192.168.1.50","tibco-jrf9fhfg2k.lan","","","","","","9","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.3.5","192.168.3.5","","","","","","","9","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.2.137","192.168.2.137","","","","","","","9","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.50.91","192.168.50.91","","","","","","","9","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.31.159","192.168.31.159","host.docker.internal","","","","","","8","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.88.4","192.168.88.4","","","","","","","8","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.124.194.57","10.124.194.57","tibco-r9126af3.emea.tibco.com","","","","","","8","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.118.157.117","10.118.157.117","","","","","","","8","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.17","192.168.1.17","","","","","","","8","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.51.55","192.168.51.55","tibco-pw00stnf.sgynet.local","","","","","","8","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.130","192.168.1.130","","","","","","","7","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.122.39.252","10.122.39.252","","","","","","","7","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.242.4.17","10.242.4.17","","","","","","","7","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.116.145.100","10.116.145.100","","","","","","","7","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.2.114","192.168.2.114","tibco-pw017ech.emea.tibco.com","","","","","","7","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.47.1","192.168.47.1","tibco-pw00ajkx.fritz.box","","","","","","7","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.10","192.168.1.10","","","","","","","7","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.123.225.18","10.123.225.18","","","","","","","6","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.242.1","192.168.242.1","","","","","","","6","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.10.102","192.168.10.102","","","","","","","6","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.48","192.168.1.48","tibco-pf2ybjpj.lan","","","","","","6","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.118.144.197","10.118.144.197","","","","","","","6","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.15.120","192.168.15.120","","","","","","","6","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.72","192.168.1.72","","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.73","192.168.1.73","","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.95","192.168.1.95","tibco-c02fq35pmd6t.attlocal.net","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.103","192.168.1.103","mac.mynet","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.158","192.168.1.158","","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.24","192.168.1.24","","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.86.126","192.168.86.126","","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.123.231.119","10.123.231.119","","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.123.225.40","10.123.225.40","","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.0.117","192.168.0.117","macbookpro.hem.ohrngren.com","","","","","","5","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.116.160.156","10.116.160.156","","","","","","","4","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","172.20.4.243","172.20.4.243","","","","","","","4","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.7.143","192.168.7.143","","","","","","","4","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.79.26.143","10.79.26.143","","","","","","","4","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.0.0.246","10.0.0.246","","","","","","","4","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.118.145.8","10.118.145.8","","","","","","","3","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.200.169","10.101.200.169","na1devospspf02.dev.tibco.com","","","","","TIBCO-osp","3","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","172.31.8.25","172.31.8.25","","","","","","","3","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.110.35","192.168.110.35","","","","","","","3","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.122.8.250","10.122.8.250","","","","","","","3","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.65.1","192.168.65.1","","","","","","","3","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.212.224","10.101.212.224","na1devfocsol02.dev.tibco.com","","","","","TIBCO-foc","2","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.214.67","10.101.214.67","na1devfocsol01.dev.tibco.com","","","","","TIBCO-foc","2","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.214.194","10.101.214.194","vantageexpress1710-sles12.dev.tibco.com","","","","","TIBCO-foc","1","","","2021-12-24T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.207.155","10.101.207.155","na2devspwclw01.dev.tibco.com","","","","","TIBCO-spw","7","","","2021-12-29T08:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.0.215","192.168.0.215","tibco-ckqhpmh5mh.home","","","","","","8","","","2022-03-21T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.1.231","192.168.1.231","tibco-pw00stn5.emea.tibco.com","","","","","","10","","","2022-03-24T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.118.144.32","10.118.144.32","host.docker.internal","","","","","","6","","","2022-03-24T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.110.72.137","10.110.72.137","win2025.xmlab.in","","","","","","6","","","2022-03-24T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","192.168.50.239","192.168.50.239","","","","","","","6","","","2022-03-24T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.118.144.184","10.118.144.184","","","","","","","3","","","2022-03-24T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.200.126","10.101.200.126","na1devospbld16.dev.tibco.com","","","","","TIBCO-osp","7","","","2022-04-15T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.85.9.112","10.85.9.112","resolx64build.eng.internal","","","","","","2","","","2022-04-15T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.64.196.117","10.64.196.117","","","","","","Prod1","2","","","2022-04-15T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.64.196.123","10.64.196.123","na1prdfocbig01.tibco.com","","","","","Prod1","2","","","2022-04-15T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.85.9.88","10.85.9.88","patchcentral.eng.internal","","","","","","1","","","2022-04-15T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.105.50.85","10.105.50.85","","","","","","Raghavendra Singh_2D LR 15_21U","1","","","2022-04-15T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.187.104","10.101.187.104","iwayetl.dev.tibco.com","","","","","TIBCO-way","1","","","2022-04-15T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.210.197.93","10.210.197.93","rpsinfo.eng.internal","","","","","","1","","","2022-04-15T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.187.102","10.101.187.102","na1devwayyel01.dev.tibco.com","","","","","TIBCO-way","5","","","2022-05-02T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.198.153","10.101.198.153","","","","","","","1","","","2022-05-02T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.198.101","10.101.198.101","na1devmnipsg01.dev.tibco.com","","","","","","1","","","2022-05-02T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.102.38.38","10.102.38.38","","","","","","","7","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.191.161","10.101.191.161","iprocess-win-16.dev.tibco.com","","","","","TIBCO-ipr","2","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.191.110","10.101.191.110","ipxwin7xbuildm.dev.tibco.com","","","","","TIBCO-ipr","2","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.64.0.101","10.64.0.101","","","","","","OOB MGMT Network","2","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.191.170","10.101.191.170","ipxwin7x206.dev.tibco.com","","","","","TIBCO-ipr","2","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.19.99.173","10.19.99.173","","","","","","","2","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.19.100.63","10.19.100.63","","","","","","","2","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.106.86.95","10.106.86.95","","","","","","SenthilKumar.Periasamy@cloud.com_Vlan317","2","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.219.10.112","10.219.10.112","321246-v12.eng.internal","","","","","","2","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.101.214.183","10.101.214.183","na1devfoci01.dev.tibco.com","","","","","TIBCO-foc","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.19.99.32","10.19.99.32","","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.19.99.40","10.19.99.40","","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.217.220.227","10.217.220.227","","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.106.86.41","10.106.86.41","","","","","","SenthilKumar.Periasamy@cloud.com_Vlan317","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.106.151.11","10.106.151.11","","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.106.117.9","10.106.117.9","","","","","","SenthilKumar.Periasamy@cloud.com _Vlan346","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.105.57.60","10.105.57.60","","","","","","srinivas.narayan@cloud.com_2D LR 04_42U","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.105.147.120","10.105.147.120","","","","","","Srinivasarao Nelluri _2D LR 15_41U","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.219.0.235","10.219.0.235","037878-v039.eng.internal","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.102.8.223","10.102.8.223","","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.219.0.83","10.219.0.83","037878-v013.eng.internal","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.219.10.190","10.219.10.190","242006-v126.eng.internal","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.85.9.97","10.85.9.97","perlrsv10opt-2.eng.internal","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.85.9.93","10.85.9.93","nssol11x86b2.eng.internal","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.85.9.81","10.85.9.81","javelin2.eng.internal","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.85.9.49","10.85.9.49","vomsol11x86bld.eng.internal","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
"Tenable","10.85.9.45","10.85.9.45","vmbld211-x86.eng.internal","","","","","","1","","","2022-05-03T07:00:00.000Z","No owner in phpIPAM, no BU tag in Tenable"
